conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,scopeNote,description
http://data.europa.eu/esco/skill/2058f70f-af29-460d-b319-9048c6db0d18,skill/competence,sector-specific,show impartiality,show neutrality;demonstrate impartiality;preserve neutrality;maintain neutrality;demonstrate neutrality;preserve impartiality;maintain impartiality,,,"Perform duties for disputing parties or clients based on objective criteria and methods, disregarding prejudice or bias, to make or facilitate objective decisions and outcomes."
http://data.europa.eu/esco/skill/209a5498-3449-4689-8ed9-bd08cab4fd78,knowledge,cross-sector,engineering principles,engineering fieldwork principles;engineering work principles;engineering research principles;engineering principle;engineering analysis principles;engineering application principles;engineering studies principles,,,"The engineering elements like functionality, replicability, and costs in relation to the design and how they are applied in the completion of engineering projects."
http://data.europa.eu/esco/skill/20a8fe89-d4eb-4698-8521-8881c13377e0,skill/competence,cross-sector,interact professionally in research and professional environments,give feedback in a professional setting;interact appropriately in research and professional spheres;receive feedback in a professional setting;interact considerately in research and professional spheres;show collegiality in research and professional environments,,,"Show consideration to others as well as collegiality. Listen, give and receive feedback and respond perceptively to others, also involving staff supervision and leadership in a professional setting."
http://data.europa.eu/esco/skill/20c920d4-7ff7-4676-ba61-3f04490d9416,skill/competence,sector-specific,keep up with the latest information systems solutions,keep up with the latest information systems,,,"Gather the latest information on existing information systems solutions which integrate software and hardware, as well as network components."
http://data.europa.eu/esco/skill/20e7c937-a5e5-4a27-bb87-ddda5826f777,skill/competence,sector-specific,liaise with cultural partners,cooperate with cultural partners;work together with cultural partners;liaise with cultural partner;collaborate with cultural partners;liaising with cultural partners,,,"Establish and maintain sustainable partnerships with cultural authorities, sponsors and other cultural institutions."
http://data.europa.eu/esco/skill/20f57a7f-b90e-4403-8c77-5ddd89b5835b,skill/competence,cross-sector,prepare lesson content,organise lesson content;preparing lesson content;preparing lesson contents;prepare lesson contents;plan lesson content;create lesson content,,,"Prepare content to be taught in class in accordance with curriculum objectives by drafting exercises, researching up-to-date examples etc."
http://data.europa.eu/esco/skill/21039101-4706-4fe0-a423-e63077cf36d9,skill/competence,sector-specific,maintain court order,keep court order;preserve courtroom order;control court order;manage court order;control courtroom order;manage courtroom order;keep courtroom order;preserve court order,,,Ensure that order is kept between the parties during a hearing in court.
http://data.europa.eu/esco/skill/2111dff8-f830-46ad-80ce-7885893b3134,skill/competence,cross-sector,coordinate events,organise projects;coordinating events;coordinate an event;plan events,,,"Lead events by managing budget, logistics, event support, security, emergency plans and follow up."
http://data.europa.eu/esco/skill/2136f9d2-ebb5-4c1f-aa2d-cee24417c5c7,skill/competence,sector-specific,promote equal pay,advocate pay parity;encourage pay parity;advocate equal pay;promote pay parity;endorse equal pay;encourage equal pay;endorse pay parity,,,"Promote actions which aim to close the pay gap between the different genders by researching the current circumstances which facilitate the continuance of the pay gap and the fields in which pay gaps persist, as well as promote the inclusion of different genders in professions or fields which are dominated by one gender."
http://data.europa.eu/esco/skill/2164e860-7f20-48bc-b98c-5d9f8a561550,skill/competence,sector-specific,design computer network,design LAN;design wide area network;design WAN;design local area network,,,"Develop and plan ICT networks, such as wide area network and local area network, that connect computers using cable or wireless connections and allow them to exchange data and assess their capacity requirements."
http://data.europa.eu/esco/skill/2180bd8c-86de-4889-8165-adac902eee9d,knowledge,sector-specific,embedded systems,embedded systems software architectures;embedded software,,,"The computer systems and components with a specialised and autonomous function within a larger system or machine such as embedded systems software architectures, embedded peripherals, design principles and development tools."
http://data.europa.eu/esco/skill/21c5790c-0930-4d74-b3b0-84caf5af12ea,skill/competence,cross-sector,manage budgets,budget set costs;approximate set costs;estimate set costs;manage operation budgets;oversee operational budgets;handle operational budgets;maintain operational budgets;manage operational budget,,,"Plan, monitor, report on the budget and prepare set production budgets."
http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,knowledge,cross-sector,computer programming,GCC;Ada;ALGOL;Visual Basic .NET;Visual Basic;HyperTalk;AppleScript;Ceylon;LabVIEW;Euphoria;Subversion;OCaml;PL/I;MSVC++;Dylan;AspectJ;Korn-shell;STL;Io;Hack;Turing;Object Pascal;Curl;DIBOL;cT;KnockoutJS;bash;Seed7;Emacs Lisp;OpenCV;Rebol;Lua;BCPL;ActionScript;C shell;AWK;INTERCAL;COMAL;PowerShell;occam;Fantom;Caml;Z shell;Tcl;Squirrel-script;IDL;Gosu;Fortran;X10;AngularJS;REXX;BizTalk;ColdFusion;PostScript;TACL,GCC;Ada;ALGOL;LabVIEW;Euphoria;PL/I;MSVC++;HyperTalk;Dylan;X10;Hack;bash;Object Pascal;KnockoutJS;ColdFusion;Io;Squirrel-script;Gosu;Turing;Emacs Lisp;BizTalk;Fortran;OpenCV;cT;AppleScript;Fantom;COMAL;Kotlin;Web Design;OCaml;Seed7;Caml;Curl;occam;IDL;INTERCAL;Lua;STL;AWK;AngularJS;Visual Basic .NET;AspectJ;REXX;Visual Basic;BCPL;Rebol;PostScript;DIBOL;Korn-shell;Ceylon;TACL;C shell;Subversion;PowerShell;ActionScript;Z shell;Tcl,,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms (e.g. object oriented programming, functional programming) and of programming languages."
